Job #,Borough,Street Name,GIS_NTA_NAME
421907191,QUEENS,BEACH CHANNEL DRIVE,Breezy Point-Belle Harbor-Rockaway Park-Broad Channel
123847962,MANHATTAN,MADISON AVENUE,Midtown-Midtown South
421898833,QUEENS,57TH AVENUE,Hunters Point-Sunnyside-West Maspeth
321974976,BROOKLYN,62ND STREET,Borough Park
421905521,QUEENS,74 AVE,Glen Oaks-Floral Park-New Hyde Park
421907146,QUEENS,BEACH 136 STREET,Breezy Point-Belle Harbor-Rockaway Park-Broad Channel
123865040,MANHATTAN,2 AVENUE,East Harlem North
140881669,MANHATTAN,HUBERT STREET,SoHo-TriBeCa-Civic Center-Little Italy
421940421,QUEENS,HURON ST,Ozone Park
220722537,BRONX,PALISADE AVENUE,Spuyten Duyvil-Kingsbridge
123726441,MANHATTAN,LEXINGTON AVE,Upper East Side-Carnegie Hill
340711563,BROOKLYN,HINSDALE STREET,East New York (Pennsylvania Ave)
140882016,MANHATTAN,BROADWAY,Washington Heights North
421942429,QUEENS,89 AVENUE,Richmond Hill
421907388,QUEENS,149 STREET,Murray Hill
321596475,BROOKLYN,5TH AVENUE,Park Slope-Gowanus
340711741,BROOKLYN,BOERUM STREET,East Williamsburg
520394485,STATEN ISLAND,GARRETSON AVENUE,Old Town-Dongan Hills-South Beach
220703424,BRONX,OGDEN AVENUE,Highbridge
321421396,BROOKLYN,LIBERTY AVENUE,East New York
322022048,BROOKLYN,MASPETH AVENUE,East Williamsburg
210180542,BRONX,THIRD AVENUE,Mott Haven-Port Morris
421779132,QUEENS,31ST STREET,Astoria
220723439,BRONX,FAILE ST,Hunts Point
210180542,BRONX,THIRD AVENUE,Mott Haven-Port Morris
123769662,MANHATTAN,EAST 79TH STREET,Upper East Side-Carnegie Hill
123867057,MANHATTAN,WEST 18TH STREET,Hudson Yards-Chelsea-Flatiron-Union Square
123699952,MANHATTAN,SUTTON PLACE SOUTH,Turtle Bay-East Midtown
322029194,BROOKLYN,UTICA AVE,East Flatbush-Farragut
322028426,BROOKLYN,BOERUM STREET,Bushwick South
123797007,MANHATTAN,E 110 ST,East Harlem North
321596858,BROOKLYN,FULTON ST,Bedford
421939521,QUEENS,122 AVE,St. Albans
321963309,BROOKLYN,CARROLL STREET,Park Slope-Gowanus
220724544,BRONX,CASALS PLACE,Co-op City
421799414,QUEENS,117TH STREET,South Ozone Park
421754774,QUEENS,24 AVENUE,Steinway
121207096,MANHATTAN,WEST 110 STREET,Morningside Heights
421798488,QUEENS,243 STREET,Rosedale
321588215,BROOKLYN,FARRAGUT ROAD,East Flatbush-Farragut
123360665,MANHATTAN,WEST 55 STREET,Clinton
123360665,MANHATTAN,WEST 55 STREET,Clinton
210180766,BRONX,BROOK AVENUE,Melrose South-Mott Haven North
421800019,QUEENS,160 ST,Queensboro Hill
140886441,MANHATTAN,PARK AVENUE,East Harlem South
140886628,MANHATTAN,BEDFORD STREET,West Village
321588304,BROOKLYN,CARROLL STREET,Crown Heights North
123700325,MANHATTAN,CONVENT AVE,Manhattanville
421939503,QUEENS,218 STREET,Cambria Heights
520389259,STATEN ISLAND,CEDAR GROVE AVENUE,New Dorp-Midland Beach
220726196,BRONX,ANDREWS AVENUE,University Heights-Morris Heights
240269160,BRONX,EAST 162ND STREET,East Concourse-Concourse Village
240269213,BRONX,EAST 203 STREET,Bedford Park-Fordham North
440586064,QUEENS,LAMONT AVENUE,Elmhurst
322030440,BROOKLYN,GRACE COURT ALLEY,Brooklyn Heights-Cobble Hill
123841977,MANHATTAN,WEST 33RD STREET,Midtown-Midtown South
210180800,BRONX,ANTHONY AVENUE,Mount Hope
421755407,QUEENS,39AVE,Queensbridge-Ravenswood-Long Island City
322041544,BROOKLYN,LOTT STREET,Erasmus
421802473,QUEENS,203 STREET,St. Albans
123839739,MANHATTAN,W 17 ST,Hudson Yards-Chelsea-Flatiron-Union Square
322069104,BROOKLYN,UNION ST,Park Slope-Gowanus
123840807,MANHATTAN,CENTRAL ROAD,park-cemetery-etc-Manhattan
123840807,MANHATTAN,CENTRAL ROAD,park-cemetery-etc-Manhattan
123569307,MANHATTAN,WEST 20TH STREET,Hudson Yards-Chelsea-Flatiron-Union Square
322042491,BROOKLYN,BEDFORD AVENUE,Clinton Hill
220725516,BRONX,PELHAM PARKWAY,Pelham Parkway
322069006,BROOKLYN,BRIGHTON BEACH AVE,Brighton Beach
123842379,MANHATTAN,SULLIVAN STREET,SoHo-TriBeCa-Civic Center-Little Italy
123570778,MANHATTAN,WEST 42ND ST,Midtown-Midtown South
322069596,BROOKLYN,BOND ST,Carroll Gardens-Columbia Street-Red Hook
322071048,BROOKLYN,JAY ST,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill
440589132,QUEENS,46 STREET,Astoria
240269491,BRONX,GUION PLACE,West Farms-Bronx River
322070085,BROOKLYN,6TH AVENUE,Prospect Heights
421757557,QUEENS,NORTHERN BOULEVARD,Jackson Heights
322071887,BROOKLYN,EAST 19 STREET,Flatbush
123572730,MANHATTAN,LEXINGTON AVENUE,Turtle Bay-East Midtown
123724611,MANHATTAN,WEST END AVE,Lincoln Square
340720303,BROOKLYN,LEGION STREET,Brownsville
340720349,BROOKLYN,18TH STREET,Park Slope-Gowanus
421899253,QUEENS,57 AVENUE,Hunters Point-Sunnyside-West Maspeth
421899262,QUEENS,57 AVENUE,Hunters Point-Sunnyside-West Maspeth
322068748,BROOKLYN,W 8 ST.,Bensonhurst East
123865040,MANHATTAN,2 AVENUE,East Harlem North
322029194,BROOKLYN,UTICA AVE,East Flatbush-Farragut
421756291,QUEENS,DITMARS BLVD,Steinway
123830140,MANHATTAN,YORK AVENUE,Lenox Hill-Roosevelt Island
123855989,MANHATTAN,MERCER STREET,West Village
440588428,QUEENS,BELL BOULEVARD,Ft. Totten-Bay Terrace-Clearview
123573846,MANHATTAN,DOWNING STREET,West Village
123830248,MANHATTAN,AVENUE OF THE AMERICAS,Midtown-Midtown South
121207194,MANHATTAN,EAST 7TH STREET,Lower East Side
421802687,QUEENS,126 STREET,Richmond Hill
340721909,BROOKLYN,EAST 84 STREET,Canarsie
340721945,BROOKLYN,MIDWOOD STREET,Prospect Lefferts Gardens-Wingate
540174693,STATEN ISLAND,FINGERBOARD ROAD,Stapleton-Rosebank
123866593,MANHATTAN,WASHINGTON SQUARE NORTH,West Village
421959090,QUEENS,90 AVE,Richmond Hill
140891088,MANHATTAN,WEST 57TH STREET,Clinton
520380294,STATEN ISLAND,WILLOWBROOK RD,Westerleigh
123832433,MANHATTAN,5TH AVENUE,Midtown-Midtown South
321963675,BROOKLYN,47 STREET,Borough Park
421958901,QUEENS,65TH AVENUE,Douglas Manor-Douglaston-Little Neck
340722070,BROOKLYN,EAST 56 STREET,Flatlands
421958545,QUEENS,97 STREET,North Corona
140901488,MANHATTAN,HUDSON STREET,SoHo-TriBeCa-Civic Center-Little Italy
140895672,MANHATTAN,LEXINGTON AVENUE,Turtle Bay-East Midtown
421958661,QUEENS,37TH STREET,Hunters Point-Sunnyside-West Maspeth
520450244,STATEN ISLAND,ROCKAWAY STREET,Charleston-Richmond Valley-Tottenville
322045844,BROOKLYN,QUENTIN ROAD,Bensonhurst East
240271102,BRONX,UNION AVENUE,Mott Haven-Port Morris
140894012,MANHATTAN,WEST 139TH STREET,Central Harlem North-Polo Grounds
421961087,QUEENS,130TH STREET,Richmond Hill
240271549,BRONX,UNIVERSITY AVENUE,University Heights-Morris Heights
220729754,BRONX,3RD AVENUE,Melrose South-Mott Haven North
440590264,QUEENS,49TH AVENUE,Hunters Point-Sunnyside-West Maspeth
322040849,BROOKLYN,BARLOW DRIVE NORTH,Georgetown-Marine Park-Bergen Beach-Mill Basin
440590120,QUEENS,76 AVENUE,Glen Oaks-Floral Park-New Hyde Park
340724700,BROOKLYN,DECATUR STREET,Bedford
340723792,BROOKLYN,VANDERBILT AVENUE,Clinton Hill
140894673,MANHATTAN,8TH AVENUE,Midtown-Midtown South
440591361,QUEENS,70TH ROAD,Forest Hills
421961103,QUEENS,ROOSEVELT AVE,Hunters Point-Sunnyside-West Maspeth
123909191,MANHATTAN,WEST 34TH STREET,Hudson Yards-Chelsea-Flatiron-Union Square
420667228,QUEENS,FOREST AVE,Ridgewood
140894030,MANHATTAN,HUDSON STREET,West Village
123843733,MANHATTAN,HANOVER SQUARE,Battery Park City-Lower Manhattan
540175193,STATEN ISLAND,FILLMORE STREET,West New Brighton-New Brighton-St. George
340724158,BROOKLYN,OVINGTON AVENUE,Bay Ridge
140894986,MANHATTAN,EAST 12 STREET,East Village
123845205,MANHATTAN,FIFTH AVENUE,Midtown-Midtown South
340724354,BROOKLYN,41ST STREET,Sunset Park West
322034963,BROOKLYN,ST NICHOLAS AVE,Bushwick North
340724746,BROOKLYN,6TH STREET,Park Slope-Gowanus
220729941,BRONX,ADAMS STREET,Van Nest-Morris Park-Westchester Square
322050748,BROOKLYN,WILLIAMS AVENUE,Canarsie
123910385,MANHATTAN,PARK AVENUE,Upper East Side-Carnegie Hill
421961452,QUEENS,68TH AVENUE,Forest Hills
520452215,STATEN ISLAND,SYCAMORE ST,Great Kills
322033526,BROOKLYN,UTICA AVENUE,Rugby-Remsen Village
140896528,MANHATTAN,BRADHURST AVENUE,Central Harlem North-Polo Grounds
220730779,BRONX,MIDDLETOWN ROAD,Schuylerville-Throgs Neck-Edgewater Park
140901683,MANHATTAN,LEXINGTON AVENUE,Turtle Bay-East Midtown
123830854,MANHATTAN,FIRST AVENUE,East Village
220729068,BRONX,CAMBRIDGE AVENUE,Spuyten Duyvil-Kingsbridge
340725656,BROOKLYN,LORIMER STREET,North Side-South Side
240272352,BRONX,EAST 207TH STREET,Norwood
340725727,BROOKLYN,NEW YORK AVENUE,Crown Heights North
340725415,BROOKLYN,MACDONOUGH STREET,Ocean Hill
123845205,MANHATTAN,FIFTH AVENUE,Midtown-Midtown South
140901736,MANHATTAN,LEXINGTON AVENUE,Turtle Bay-East Midtown
140897439,MANHATTAN,AVENUE OF THE AMERICAS,Midtown-Midtown South
140897448,MANHATTAN,AVENUE OF THE AMERICAS,Midtown-Midtown South
140897475,MANHATTAN,HUDSON BOULEVARD,Hudson Yards-Chelsea-Flatiron-Union Square
140897518,MANHATTAN,AVENUE OF THE AMERICAS,Midtown-Midtown South
421734476,QUEENS,103RD STREET,North Corona
140897670,MANHATTAN,PARK AVENUE,Turtle Bay-East Midtown
123911712,MANHATTAN,W 44 ST,Clinton
340726147,BROOKLYN,HENRY STREET,Carroll Gardens-Columbia Street-Red Hook
140897796,MANHATTAN,COLUMBUS AVE,Upper West Side
140897643,MANHATTAN,WEST 122 STREET,Central Harlem South
140897830,MANHATTAN,EAST 50 STREET,Midtown-Midtown South
201204286,BRONX,WEST KINGSBRIDGE RD.,Kingsbridge Heights
140898429,MANHATTAN,WEST 4TH STREET,West Village
421962228,QUEENS,27TH STREET,Hunters Point-Sunnyside-West Maspeth
421962264,QUEENS,229TH STREET,Cambria Heights
201204696,BRONX,FULTON AVENUE,Claremont-Bathgate
340726496,BROOKLYN,GRAND AVENUE,Clinton Hill
140898544,MANHATTAN,1 AVENUE,East Village
322084374,BROOKLYN,15 STREET,Park Slope-Gowanus
104213432,MANHATTAN,MADISON AVE.,East Harlem South
140899259,MANHATTAN,EAST 29TH STREET,Murray Hill-Kips Bay
140899641,MANHATTAN,WEST 21 STREET,Hudson Yards-Chelsea-Flatiron-Union Square
140899240,MANHATTAN,WEST 73RD STREET,Lincoln Square
321821025,BROOKLYN,PACIFIC STREET,Ocean Hill
140899017,MANHATTAN,MADISON AVENUE,Midtown-Midtown South
440593298,QUEENS,GATES AVENUE,Ridgewood
440593305,QUEENS,GATES AVENUE,Ridgewood
440593617,QUEENS,190 STREET,Auburndale
140900755,MANHATTAN,NINTH AVENUE,Hudson Yards-Chelsea-Flatiron-Union Square
123857013,MANHATTAN,1ST AVENUE,Gramercy
123913952,MANHATTAN,EAST 77TH STREET,Upper East Side-Carnegie Hill
340727627,BROOKLYN,SHORE ROAD,Bay Ridge
140901040,MANHATTAN,CANAL STREET,Chinatown
201204464,BRONX,EAST FORDHAM ROAD,Belmont
421961452,QUEENS,68TH AVENUE,Forest Hills
340728261,BROOKLYN,101ST STREET,Bay Ridge
123922201,MANHATTAN,AVENUE OF THE AMERICAS,Midtown-Midtown South
210181079,BRONX,WATSON AVE,Soundview-Bruckner
140901433,MANHATTAN,LAGUARDIA PLACE,West Village
123911026,MANHATTAN,MERCER STREET,West Village
420667576,QUEENS,ROCKAWAY BEACH BOULEVARD,Breezy Point-Belle Harbor-Rockaway Park-Broad Channel
140902584,MANHATTAN,LIBERTY STREET,Battery Park City-Lower Manhattan
440594313,QUEENS,15TH ROAD,Ft. Totten-Bay Terrace-Clearview
340728412,BROOKLYN,HANSON PLACE,Fort Greene
140902655,MANHATTAN,BROADWAY,Upper West Side
140902619,MANHATTAN,LIBERTY STREET,Battery Park City-Lower Manhattan
140902637,MANHATTAN,BROADWAY,Upper West Side
322085970,BROOKLYN,WASHINGTON AVENUE,Clinton Hill
123922130,MANHATTAN,10TH AVENUE,Hudson Yards-Chelsea-Flatiron-Union Square
340728582,BROOKLYN,FULLER PLACE,Windsor Terrace
140902897,MANHATTAN,2ND AVENUE,East Village
322086087,BROOKLYN,AVENUE I,Midwood
140902968,MANHATTAN,EAST 23RD STREET,Hudson Yards-Chelsea-Flatiron-Union Square
340728699,BROOKLYN,14TH STREET,Park Slope-Gowanus
123909609,MANHATTAN,WORTH STREET,SoHo-TriBeCa-Civic Center-Little Italy
121208148,MANHATTAN,WEST 24 STREET,Hudson Yards-Chelsea-Flatiron-Union Square
322086513,BROOKLYN,LEGION STREET,Brownsville
220733213,BRONX,ZEREGA AVENUE,Soundview-Castle Hill-Clason Point-Harding Park
123791904,MANHATTAN,CHARLTON STREET,SoHo-TriBeCa-Civic Center-Little Italy
340728751,BROOKLYN,EAST 83RD STREET,Canarsie
321993722,BROOKLYN,ELLERY ST.,Bedford
321590890,BROOKLYN,EAST 31ST,Flatbush
421696463,QUEENS,HILLSIDE AVENUE,Jamaica Estates-Holliswood
421765450,QUEENS,249 STREET,Rosedale
321729787,BROOKLYN,50 STREET,Borough Park
140904145,MANHATTAN,BROADWAY,Midtown-Midtown South
440594974,QUEENS,LAMONT AVENUE,Elmhurst
140903912,MANHATTAN,EAST 83 STREET,Yorkville
121208157,MANHATTAN,WEST 70TH STREET,Lincoln Square
140908631,MANHATTAN,WEST 73RD STREET,Lincoln Square
220732928,BRONX,EAST GUN HILL ROAD,Allerton-Pelham Gardens
140903805,MANHATTAN,2 AVE,Turtle Bay-East Midtown
322037434,BROOKLYN,SHEEPSHEAD BAY ROAD,West Brighton
322037416,BROOKLYN,EVERGREEN AVENUE,Bushwick South
340729466,BROOKLYN,FOSTER AVE,Flatbush
220707634,BRONX,3RD AV,Mott Haven-Port Morris
321588304,BROOKLYN,CARROLL STREET,Crown Heights North
340729563,BROOKLYN,MONROE STREET,Bedford
322037407,BROOKLYN,EVERGREEN AVENUE,Bushwick South
420667638,QUEENS,GRAND AVENUE,Hunters Point-Sunnyside-West Maspeth
322012102,BROOKLYN,LINWOOD STREET,East New York
340732274,BROOKLYN,BEARD STREET,Carroll Gardens-Columbia Street-Red Hook
440595349,QUEENS,DANIELS STREET,Briarwood-Jamaica Hills
240274458,BRONX,EAST 168TH STREET,West Concourse
140904546,MANHATTAN,BROADWAY,Morningside Heights
322037693,BROOKLYN,EAST 82 STREET,Canarsie
140908766,MANHATTAN,WEST 8 STREET,West Village
140904528,MANHATTAN,BROADWAY,Morningside Heights
123921346,MANHATTAN,EAST 2ND STREET,East Village
140904485,MANHATTAN,WEST 114 STREET,Morningside Heights
340729910,BROOKLYN,ALBANY AVENUE,Crown Heights North
340729885,BROOKLYN,20TH AVENUE,Borough Park
140904902,MANHATTAN,6TH AVENUE,SoHo-TriBeCa-Civic Center-Little Italy
123819760,MANHATTAN,PRINCE STREET,SoHo-TriBeCa-Civic Center-Little Italy
140908819,MANHATTAN,E 43RD STREET,Turtle Bay-East Midtown
240273761,BRONX,JEROME AVENUE,Bedford Park-Fordham North
123913435,MANHATTAN,EAST 57TH STREET,Turtle Bay-East Midtown
140905055,MANHATTAN,MADISON AVENUE,Midtown-Midtown South
240273832,BRONX,ABBOT STREET,Woodlawn-Wakefield
140905064,MANHATTAN,LEXINGTON AVENUE,Turtle Bay-East Midtown
123919974,MANHATTAN,10TH AVENUE,Hudson Yards-Chelsea-Flatiron-Union Square
421946372,QUEENS,29 AVENUE,Murray Hill
340730070,BROOKLYN,34TH STREET,Sunset Park West
520398515,STATEN ISLAND,STURGES STREET,Westerleigh
321591041,BROOKLYN,OCEAN PARKWAY,Brighton Beach
210181060,BRONX,EAST 161ST STREET,East Concourse-Concourse Village
321596983,BROOKLYN,NEW YORK AVENUE,Crown Heights South
123843813,MANHATTAN,W 21 ST,Hudson Yards-Chelsea-Flatiron-Union Square
340730098,BROOKLYN,OCEAN PARKWAY,Flatbush
322047405,BROOKLYN,BEDFORD AVE.,Crown Heights South
322086345,BROOKLYN,E 3 ST,Homecrest
520184390,STATEN ISLAND,RICHMOND ROAD,Todt Hill-Emerson Hill-Heartland Village-Lighthouse Hill
123570377,MANHATTAN,W 21 ST,Hudson Yards-Chelsea-Flatiron-Union Square
121208193,MANHATTAN,EAST 116 STREET,East Harlem North
321591050,BROOKLYN,WINTHROP STREET,Prospect Lefferts Gardens-Wingate
121208200,MANHATTAN,EAST 116 STREET,East Harlem North
123910429,MANHATTAN,AMSTERDAM AVE.,Hamilton Heights
140905091,MANHATTAN,WEST 23 STREET,Hudson Yards-Chelsea-Flatiron-Union Square
140905117,MANHATTAN,LENOX AVENUE,Central Harlem North-Polo Grounds
440595526,QUEENS,GRAND AVENUE,Hunters Point-Sunnyside-West Maspeth
440595535,QUEENS,35TH AVENUE,Jackson Heights
140905108,MANHATTAN,EAST 26TH STREET,Gramercy
123919938,MANHATTAN,CENTRE STREET,SoHo-TriBeCa-Civic Center-Little Italy
140905082,MANHATTAN,EAST 51ST STREET,Turtle Bay-East Midtown
520394092,STATEN ISLAND,CLOVE ROAD,Grasmere-Arrochar-Ft. Wadsworth
440595562,QUEENS,42ND AVENUE,Bayside-Bayside Hills
322086602,BROOKLYN,EAST 98 STREET,Canarsie
123919901,MANHATTAN,BROADWAY,SoHo-TriBeCa-Civic Center-Little Italy
140905126,MANHATTAN,WEST 57 STREET,Midtown-Midtown South
123919910,MANHATTAN,EAST 80TH STREET,Yorkville
520394109,STATEN ISLAND,WATCHOGUE ROAD,Westerleigh
322037924,BROOKLYN,AVENUE M,Midwood
123919929,MANHATTAN,EAST 18TH STREET,Gramercy
140905135,MANHATTAN,BROADWAY,Morningside Heights
322086611,BROOKLYN,8 AVE,Dyker Heights
322086620,BROOKLYN,SCHENECTADY AVE,East Flatbush-Farragut
322053228,BROOKLYN,HICKS STREET,Brooklyn Heights-Cobble Hill
322086586,BROOKLYN,FLATLANDS AVENUE,Canarsie
520452457,STATEN ISLAND,CROWN AVENUE,Arden Heights
322037988,BROOKLYN,WASHINGTON AVENUE,Clinton Hill
322086577,BROOKLYN,STERLING PLACE,Crown Heights North
322086568,BROOKLYN,E 32 ST,Flatbush
322053237,BROOKLYN,21 AVENUE,Bensonhurst West
140905153,MANHATTAN,E 79TH STREET,Lenox Hill-Roosevelt Island
140905162,MANHATTAN,BROADWAY,Morningside Heights
322085015,BROOKLYN,GREENE AVENUE,Bedford
322085006,BROOKLYN,LEXINGTON AVENUE,Bedford
520450556,STATEN ISLAND,WOODS OF ARDEN ROAD,Annadale-Huguenot-Prince's Bay-Eltingville
520396027,STATEN ISLAND,RIDGECREST AVENUE,Great Kills
520452518,STATEN ISLAND,ERASTINA PLACE,Mariner's Harbor-Arlington-Port Ivory-Graniteville
520452992,STATEN ISLAND,HYLAN BOULEVARD,Old Town-Dongan Hills-South Beach
123921319,MANHATTAN,PARK AVENUE,Midtown-Midtown South
123921319,MANHATTAN,PARK AVENUE,Midtown-Midtown South
140905171,MANHATTAN,PARK AVENUE,Turtle Bay-East Midtown
140905180,MANHATTAN,WEST 18TH STREET,Hudson Yards-Chelsea-Flatiron-Union Square
121208013,MANHATTAN,WEST 130TH STREET,Central Harlem North-Polo Grounds
123910893,MANHATTAN,5TH AVENUE,Hudson Yards-Chelsea-Flatiron-Union Square
123912999,MANHATTAN,W 113 ST,Morningside Heights
340730105,BROOKLYN,EAST 10 STREET,Homecrest
123910991,MANHATTAN,SUTTON PL  SOUTH,Turtle Bay-East Midtown
121208022,MANHATTAN,WEST 134TH STREET,Central Harlem North-Polo Grounds
121208031,MANHATTAN,WEST 129TH STREET,Central Harlem North-Polo Grounds
121208086,MANHATTAN,FREDERICK DOUGLASS BOULEVARD,Central Harlem North-Polo Grounds
121208068,MANHATTAN,WEST 137TH STREET,Central Harlem North-Polo Grounds
121208004,MANHATTAN,WEST 133RD STREET,Central Harlem North-Polo Grounds
322086639,BROOKLYN,BRIGHTON BEACH AVENUE,Brighton Beach
121208040,MANHATTAN,WEST 149TH STREET,Central Harlem North-Polo Grounds
322086648,BROOKLYN,MONTAUK AVENUE,East New York
123910884,MANHATTAN,WEST 26TH STREET,Midtown-Midtown South
421766770,QUEENS,223 STREET,Springfield Gardens South-Brookville
123921756,MANHATTAN,5 AVENUE,Midtown-Midtown South
421766878,QUEENS,113TH STREET,Forest Hills
421766832,QUEENS,ROOSEVELT AVENUE,Elmhurst
321666452,BROOKLYN,METROPOLITAN AVE,North Side-South Side
322037853,BROOKLYN,FLATBUSH AVENUE,Fort Greene
140905215,MANHATTAN,MADISON AVENUE,Midtown-Midtown South
123921765,MANHATTAN,EAST 18TH STREET,Gramercy
421766805,QUEENS,74TH STREET,Elmhurst
421766850,QUEENS,180 STREET,Fresh Meadows-Utopia
421947665,QUEENS,WHITESTONE EXP,College Point
421766798,QUEENS,160TH STREET,Whitestone
123919395,MANHATTAN,RIVERSIDE DRIVE,Lincoln Square
140905233,MANHATTAN,5TH AVE,Upper East Side-Carnegie Hill
421890216,QUEENS,ALSTYNE AVENUE,Corona
421951007,QUEENS,18TH AVENUE,College Point
421766869,QUEENS,ASTORIA BLVD,Jackson Heights
123912784,MANHATTAN,LAFAYETTE STREET,SoHo-TriBeCa-Civic Center-Little Italy
123912784,MANHATTAN,LAFAYETTE STREET,SoHo-TriBeCa-Civic Center-Little Italy
140905260,MANHATTAN,WEST 25 STREET,Hudson Yards-Chelsea-Flatiron-Union Square
220733142,BRONX,CINCINNATUS AVENUE,Soundview-Castle Hill-Clason Point-Harding Park
240273850,BRONX,CARPENTER AVE,Williamsbridge-Olinville
140905251,MANHATTAN,EAST 77 STREET,Upper East Side-Carnegie Hill
220728443,BRONX,ALLERTON AVE,Bronxdale
140905279,MANHATTAN,THIRD AVENUE,Gramercy
340730123,BROOKLYN,LAFAYETTE AVENUE,Clinton Hill
123921783,MANHATTAN,EAST 80TH STREET,Upper East Side-Carnegie Hill
123910474,MANHATTAN,NINTH AVENUE,Clinton
440595580,QUEENS,120 AVE,Cambria Heights
421745357,QUEENS,UNION TURNPIKE,Glen Oaks-Floral Park-New Hyde Park
421767001,QUEENS,72 STREET,Maspeth
421767038,QUEENS,BROADWAY,Astoria
421766823,QUEENS,189 STREET,St. Albans
421766994,QUEENS,NORTHERN BOULEVARD,Hunters Point-Sunnyside-West Maspeth
320912900,BROOKLYN,HOMECREST AVENUE,Homecrest
220733151,BRONX,GIVAN AVENUE,Eastchester-Edenwald-Baychester
421766280,QUEENS,BORDEN AVENUE,Hunters Point-Sunnyside-West Maspeth
421766887,QUEENS,ARCADIA WALK,Breezy Point-Belle Harbor-Rockaway Park-Broad Channel
421766841,QUEENS,178 STREET,Fresh Meadows-Utopia
421766903,QUEENS,47 STREET,Hunters Point-Sunnyside-West Maspeth
421767010,QUEENS,GARFIELD AVENUE,Elmhurst-Maspeth
140905304,MANHATTAN,RIVERSIDE DRIVE,Upper West Side
140905313,MANHATTAN,EAST 1 ST,East Village
240273869,BRONX,EAST FORDHAM ROAD,Belmont
421542165,QUEENS,117 ST,Kew Gardens
421766976,QUEENS,BAY 24TH STREET,Far Rockaway-Bayswater
421961924,QUEENS,ELLWELL CRESCENT,Rego Park
421766645,QUEENS,GROSVENOR STREET,Douglas Manor-Douglaston-Little Neck
421765708,QUEENS,NORTHERN  BLVD,North Corona
340730132,BROOKLYN,6TH AVENUE,Park Slope-Gowanus
121207988,MANHATTAN,WEST 135TH STREET,Central Harlem North-Polo Grounds
140905331,MANHATTAN,WEST 25 STREET,Hudson Yards-Chelsea-Flatiron-Union Square
322053246,BROOKLYN,21 AVENUE,Bensonhurst West
121207933,MANHATTAN,EAST 130TH STREET,Central Harlem North-Polo Grounds
140905359,MANHATTAN,WEST 25 STREET,Hudson Yards-Chelsea-Flatiron-Union Square
121207979,MANHATTAN,WEST 112TH STREET,Central Harlem South
140905340,MANHATTAN,MANHATTAN AVE,Upper West Side
322033928,BROOKLYN,FLATBUSH AVENUE,Park Slope-Gowanus
240273878,BRONX,DEKALB AVENUE,Norwood
121207951,MANHATTAN,FREDERICK DOUGLASS BOULEVARD,Central Harlem North-Polo Grounds
340730141,BROOKLYN,PULASKI STREET,Stuyvesant Heights
440595599,QUEENS,39TH STREET,Hunters Point-Sunnyside-West Maspeth
210181426,BRONX,EAST 179TH STREET,East Tremont
210181426,BRONX,EAST 179TH STREET,East Tremont
340730150,BROOKLYN,NOSTRAND AVE,Bedford
340730169,BROOKLYN,LEXINGTON AVENUE,Bedford
440595606,QUEENS,39TH STREET,Hunters Point-Sunnyside-West Maspeth
421958260,QUEENS,12 STREET,Old Astoria
340730178,BROOKLYN,LEXINGTON AVENUE,Bedford
340730187,BROOKLYN,LEXINGTON AVENUE,Bedford
340730196,BROOKLYN,LEXINGTON AVENUE,Bedford
340730203,BROOKLYN,LEXINGTON AVENUE,Bedford
140905377,MANHATTAN,EAST 40 STREET,Turtle Bay-East Midtown
340730212,BROOKLYN,LEXINGTON AVENUE,Bedford
340730221,BROOKLYN,LEXINGTON AVENUE,Bedford
340730230,BROOKLYN,LEXINGTON AVENUE,Bedford
340730276,BROOKLYN,FLATBUSH AVENUE,Georgetown-Marine Park-Bergen Beach-Mill Basin
140905590,MANHATTAN,HAMILTON TERRACE,Hamilton Heights
220732857,BRONX,EAST 138 STREET,Mott Haven-Port Morris
140908837,MANHATTAN,EAST BROADWAY,Lower East Side
340730588,BROOKLYN,MONTAGUE STREET,Brooklyn Heights-Cobble Hill
123451727,MANHATTAN,WEST 45TH STREET,Clinton
440595615,QUEENS,120 AVE,St. Albans
140905466,MANHATTAN,WEST 24 STREET,Hudson Yards-Chelsea-Flatiron-Union Square
123538779,MANHATTAN,WEST END AVENUE,Upper West Side
