Job #,Borough,House #,Street Name,GIS_NTA_NAME
220716170,BRONX,2164,CROTONA AVENUE,East Tremont
520378528,STATEN ISLAND,985,TODT HILL ROAD,Todt Hill-Emerson Hill-Heartland Village-Lighthouse Hill
220689538,BRONX,3554,CARLISLE PLACE,Williamsbridge-Olinville
123705918,MANHATTAN,239,EAST 51 STREET,Turtle Bay-East Midtown
321987436,BROOKLYN,73,74TH STREET,Bay Ridge
421911159,QUEENS,169-12,26 AVE,Bayside-Bayside Hills
123487459,MANHATTAN,692,10 AVENUE,Clinton
123787134,MANHATTAN,420,LEXINGTON AVENUE,Turtle Bay-East Midtown
140871885,MANHATTAN,29,WEST 35 STREET,Midtown-Midtown South
220717366,BRONX,4320,BRONX BLVD,Woodlawn-Wakefield
421909796,QUEENS,77-21,KEW FOREST LANE,Forest Hills
140873669,MANHATTAN,275,CENTRAL PARK WEST,Upper West Side
321984126,BROOKLYN,1520,AVE. U,Madison
421745776,QUEENS,148-01,105TH AVENUE,Jamaica
421746999,QUEENS,148-01 GAR,105TH AVENUE,Jamaica
220718249,BRONX,1605,WILLIAMSBRIDGE ROAD,Van Nest-Morris Park-Westchester Square
322002122,BROOKLYN,2024,EAST 14 STREET,Homecrest
421903408,QUEENS,49-24,ANNADALE LANE,Douglas Manor-Douglaston-Little Neck
140874098,MANHATTAN,140,EAST 81 STREET,Upper East Side-Carnegie Hill
123787376,MANHATTAN,230,CENTRAL PARK WEST,Upper West Side
123844705,MANHATTAN,401,EAST 88TH STREET,Yorkville
123822756,MANHATTAN,51,GROVE STREET,West Village
123789356,MANHATTAN,200,WEST 57TH STREET,Midtown-Midtown South
140876407,MANHATTAN,10,W 15 ST,Hudson Yards-Chelsea-Flatiron-Union Square
440575842,QUEENS,132-40,SANFORD AVENUE,Flushing
520395126,STATEN ISLAND,829,FATHER CAPODANNO BOULEVARD,Old Town-Dongan Hills-South Beach
321595813,BROOKLYN,603,PENNSYLVANIA AVE,East New York (Pennsylvania Ave)
421909028,QUEENS,43-02,220 PLACE,Bayside-Bayside Hills
421907191,QUEENS,115-14,BEACH CHANNEL DRIVE,Breezy Point-Belle Harbor-Rockaway Park-Broad Channel
123847962,MANHATTAN,590,MADISON AVENUE,Midtown-Midtown South
421898833,QUEENS,1-35,57TH AVENUE,Hunters Point-Sunnyside-West Maspeth
321974976,BROOKLYN,2015,62ND STREET,Borough Park
421905521,QUEENS,267-20,74 AVE,Glen Oaks-Floral Park-New Hyde Park
421907146,QUEENS,225GAR,BEACH 136 STREET,Breezy Point-Belle Harbor-Rockaway Park-Broad Channel
123865040,MANHATTAN,2143,2 AVENUE,East Harlem North
140881669,MANHATTAN,15,HUBERT STREET,SoHo-TriBeCa-Civic Center-Little Italy
421940421,QUEENS,150-18,HURON ST,Ozone Park
220722537,BRONX,2390,PALISADE AVENUE,Spuyten Duyvil-Kingsbridge
123726441,MANHATTAN,874,LEXINGTON AVE,Upper East Side-Carnegie Hill
340711563,BROOKLYN,297,HINSDALE STREET,East New York (Pennsylvania Ave)
140882016,MANHATTAN,4240,BROADWAY,Washington Heights North
421942429,QUEENS,127-08,89 AVENUE,Richmond Hill
421907388,QUEENS,40-05,149 STREET,Murray Hill
321596475,BROOKLYN,207,5TH AVENUE,Park Slope-Gowanus
340711741,BROOKLYN,24,BOERUM STREET,East Williamsburg
520394485,STATEN ISLAND,415,GARRETSON AVENUE,Old Town-Dongan Hills-South Beach
220703424,BRONX,917,OGDEN AVENUE,Highbridge
321421396,BROOKLYN,945,LIBERTY AVENUE,East New York
322022048,BROOKLYN,26,MASPETH AVENUE,East Williamsburg
210180542,BRONX,2457,THIRD AVENUE,Mott Haven-Port Morris
421779132,QUEENS,30-43,31ST STREET,Astoria
220723439,BRONX,899,FAILE ST,Hunts Point
210180542,BRONX,2457,THIRD AVENUE,Mott Haven-Port Morris
123769662,MANHATTAN,50,EAST 79TH STREET,Upper East Side-Carnegie Hill
123867057,MANHATTAN,305,WEST 18TH STREET,Hudson Yards-Chelsea-Flatiron-Union Square
123699952,MANHATTAN,20,SUTTON PLACE SOUTH,Turtle Bay-East Midtown
322029194,BROOKLYN,1144,UTICA AVE,East Flatbush-Farragut
322028426,BROOKLYN,252,BOERUM STREET,Bushwick South
123797007,MANHATTAN,309,E 110 ST,East Harlem North
321596858,BROOKLYN,1211,FULTON ST,Bedford
421939521,QUEENS,186-11,122 AVE,St. Albans
321963309,BROOKLYN,796,CARROLL STREET,Park Slope-Gowanus
220724544,BRONX,100,CASALS PLACE,Co-op City
421799414,QUEENS,135-22,117TH STREET,South Ozone Park
421754774,QUEENS,24-14,24 AVENUE,Steinway
121207096,MANHATTAN,412,WEST 110 STREET,Morningside Heights
421798488,QUEENS,143-60,243 STREET,Rosedale
321588215,BROOKLYN,3410,FARRAGUT ROAD,East Flatbush-Farragut
123360665,MANHATTAN,621,WEST 55 STREET,Clinton
123360665,MANHATTAN,621,WEST 55 STREET,Clinton
210180766,BRONX,671,BROOK AVENUE,Melrose South-Mott Haven North
421800019,QUEENS,59-42,160 ST,Queensboro Hill
140886441,MANHATTAN,1259,PARK AVENUE,East Harlem South
140886628,MANHATTAN,72,BEDFORD STREET,West Village
321588304,BROOKLYN,1691,CARROLL STREET,Crown Heights North
123700325,MANHATTAN,160,CONVENT AVE,Manhattanville
421939503,QUEENS,120-28,218 STREET,Cambria Heights
520389259,STATEN ISLAND,73,CEDAR GROVE AVENUE,New Dorp-Midland Beach
220726196,BRONX,1800,ANDREWS AVENUE,University Heights-Morris Heights
240269160,BRONX,300,EAST 162ND STREET,East Concourse-Concourse Village
240269213,BRONX,226,EAST 203 STREET,Bedford Park-Fordham North
440586064,QUEENS,91-31,LAMONT AVENUE,Elmhurst
322030440,BROOKLYN,16,GRACE COURT ALLEY,Brooklyn Heights-Cobble Hill
123841977,MANHATTAN,20,WEST 33RD STREET,Midtown-Midtown South
210180800,BRONX,2075,ANTHONY AVENUE,Mount Hope
421755407,QUEENS,3002,39AVE,Queensbridge-Ravenswood-Long Island City
322041544,BROOKLYN,179,LOTT STREET,Erasmus
421802473,QUEENS,118-28,203 STREET,St. Albans
123839739,MANHATTAN,227,W 17 ST,Hudson Yards-Chelsea-Flatiron-Union Square
322069104,BROOKLYN,895,UNION ST,Park Slope-Gowanus
123840807,MANHATTAN,35,CENTRAL ROAD,park-cemetery-etc-Manhattan
123840807,MANHATTAN,35,CENTRAL ROAD,park-cemetery-etc-Manhattan
123569307,MANHATTAN,129,WEST 20TH STREET,Hudson Yards-Chelsea-Flatiron-Union Square
322042491,BROOKLYN,1236,BEDFORD AVENUE,Clinton Hill
220725516,BRONX,1400,PELHAM PARKWAY,Pelham Parkway
322069006,BROOKLYN,289,BRIGHTON BEACH AVE,Brighton Beach
123842379,MANHATTAN,10,SULLIVAN STREET,SoHo-TriBeCa-Civic Center-Little Italy
123570778,MANHATTAN,151,WEST 42ND ST,Midtown-Midtown South
322069596,BROOKLYN,363,BOND ST,Carroll Gardens-Columbia Street-Red Hook
322071048,BROOKLYN,391,JAY ST,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill
440589132,QUEENS,25-64,46 STREET,Astoria
240269491,BRONX,1792,GUION PLACE,West Farms-Bronx River
322070085,BROOKLYN,115,6TH AVENUE,Prospect Heights
421757557,QUEENS,8001,NORTHERN BOULEVARD,Jackson Heights
322071887,BROOKLYN,421,EAST 19 STREET,Flatbush
123572730,MANHATTAN,405,LEXINGTON AVENUE,Turtle Bay-East Midtown
123724611,MANHATTAN,235,WEST END AVE,Lincoln Square
340720303,BROOKLYN,25,LEGION STREET,Brownsville
340720349,BROOKLYN,209,18TH STREET,Park Slope-Gowanus
421899253,QUEENS,1-35,57 AVENUE,Hunters Point-Sunnyside-West Maspeth
421899262,QUEENS,1-35,57 AVENUE,Hunters Point-Sunnyside-West Maspeth
322068748,BROOKLYN,1787,W 8 ST.,Bensonhurst East
123865040,MANHATTAN,2143,2 AVENUE,East Harlem North
322029194,BROOKLYN,1144,UTICA AVE,East Flatbush-Farragut
421756291,QUEENS,33-20,DITMARS BLVD,Steinway
123830140,MANHATTAN,1372,YORK AVENUE,Lenox Hill-Roosevelt Island
123855989,MANHATTAN,250,MERCER STREET,West Village
440588428,QUEENS,23-91,BELL BOULEVARD,Ft. Totten-Bay Terrace-Clearview
123573846,MANHATTAN,34,DOWNING STREET,West Village
123830248,MANHATTAN,1251,AVENUE OF THE AMERICAS,Midtown-Midtown South
121207194,MANHATTAN,268,EAST 7TH STREET,Lower East Side
421802687,QUEENS,97-32,126 STREET,Richmond Hill
340721909,BROOKLYN,1209,EAST 84 STREET,Canarsie
340721945,BROOKLYN,164,MIDWOOD STREET,Prospect Lefferts Gardens-Wingate
540174693,STATEN ISLAND,28,FINGERBOARD ROAD,Stapleton-Rosebank
123866593,MANHATTAN,13,WASHINGTON SQUARE NORTH,West Village
421959090,QUEENS,100-03,90 AVE,Richmond Hill
140891088,MANHATTAN,457,WEST 57TH STREET,Clinton
520380294,STATEN ISLAND,415 GAR,WILLOWBROOK RD,Westerleigh
123832433,MANHATTAN,545,5TH AVENUE,Midtown-Midtown South
321963675,BROOKLYN,1258,47 STREET,Borough Park
421958901,QUEENS,239-45,65TH AVENUE,Douglas Manor-Douglaston-Little Neck
340722070,BROOKLYN,1269,EAST 56 STREET,Flatlands
421958545,QUEENS,33-41,97 STREET,North Corona
140901488,MANHATTAN,181,HUDSON STREET,SoHo-TriBeCa-Civic Center-Little Italy
140895672,MANHATTAN,599,LEXINGTON AVENUE,Turtle Bay-East Midtown
421958661,QUEENS,45-48,37TH STREET,Hunters Point-Sunnyside-West Maspeth
520450244,STATEN ISLAND,551,ROCKAWAY STREET,Charleston-Richmond Valley-Tottenville
322045844,BROOKLYN,78,QUENTIN ROAD,Bensonhurst East
240271102,BRONX,541,UNION AVENUE,Mott Haven-Port Morris
140894012,MANHATTAN,141,WEST 139TH STREET,Central Harlem North-Polo Grounds
421961087,QUEENS,89-29,130TH STREET,Richmond Hill
240271549,BRONX,1685,UNIVERSITY AVENUE,University Heights-Morris Heights
220729754,BRONX,3006,3RD AVENUE,Melrose South-Mott Haven North
440590264,QUEENS,24-02,49TH AVENUE,Hunters Point-Sunnyside-West Maspeth
322040849,BROOKLYN,38,BARLOW DRIVE NORTH,Georgetown-Marine Park-Bergen Beach-Mill Basin
440590120,QUEENS,269-11,76 AVENUE,Glen Oaks-Floral Park-New Hyde Park
340724700,BROOKLYN,25,DECATUR STREET,Bedford
340723792,BROOKLYN,276,VANDERBILT AVENUE,Clinton Hill
140894673,MANHATTAN,328,8TH AVENUE,Midtown-Midtown South
440591361,QUEENS,107-15,70TH ROAD,Forest Hills
421961103,QUEENS,49-13,ROOSEVELT AVE,Hunters Point-Sunnyside-West Maspeth
123909191,MANHATTAN,460,WEST 34TH STREET,Hudson Yards-Chelsea-Flatiron-Union Square
420667228,QUEENS,70-01,FOREST AVE,Ridgewood
140894030,MANHATTAN,435,HUDSON STREET,West Village
123843733,MANHATTAN,7,HANOVER SQUARE,Battery Park City-Lower Manhattan
540175193,STATEN ISLAND,76,FILLMORE STREET,West New Brighton-New Brighton-St. George
340724158,BROOKLYN,505,OVINGTON AVENUE,Bay Ridge
140894986,MANHATTAN,533,EAST 12 STREET,East Village
123845205,MANHATTAN,476,FIFTH AVENUE,Midtown-Midtown South
340724354,BROOKLYN,147,41ST STREET,Sunset Park West
322034963,BROOKLYN,184,ST NICHOLAS AVE,Bushwick North
340724746,BROOKLYN,358,6TH STREET,Park Slope-Gowanus
220729941,BRONX,1691,ADAMS STREET,Van Nest-Morris Park-Westchester Square
322050748,BROOKLYN,859,WILLIAMS AVENUE,Canarsie
123910385,MANHATTAN,525,PARK AVENUE,Upper East Side-Carnegie Hill
421961452,QUEENS,112-13,68TH AVENUE,Forest Hills
520452215,STATEN ISLAND,34,SYCAMORE ST,Great Kills
322033526,BROOKLYN,1129,UTICA AVENUE,Rugby-Remsen Village
140896528,MANHATTAN,214,BRADHURST AVENUE,Central Harlem North-Polo Grounds
220730779,BRONX,3006,MIDDLETOWN ROAD,Schuylerville-Throgs Neck-Edgewater Park
140901683,MANHATTAN,599,LEXINGTON AVENUE,Turtle Bay-East Midtown
123830854,MANHATTAN,69,FIRST AVENUE,East Village
220729068,BRONX,3196,CAMBRIDGE AVENUE,Spuyten Duyvil-Kingsbridge
340725656,BROOKLYN,680,LORIMER STREET,North Side-South Side
240272352,BRONX,277,EAST 207TH STREET,Norwood
340725727,BROOKLYN,292,NEW YORK AVENUE,Crown Heights North
340725415,BROOKLYN,750,MACDONOUGH STREET,Ocean Hill
123845205,MANHATTAN,476,FIFTH AVENUE,Midtown-Midtown South
140901736,MANHATTAN,599,LEXINGTON AVENUE,Turtle Bay-East Midtown
140897439,MANHATTAN,1177,AVENUE OF THE AMERICAS,Midtown-Midtown South
140897448,MANHATTAN,1177,AVENUE OF THE AMERICAS,Midtown-Midtown South
140897475,MANHATTAN,66,HUDSON BOULEVARD,Hudson Yards-Chelsea-Flatiron-Union Square
140897518,MANHATTAN,1177,AVENUE OF THE AMERICAS,Midtown-Midtown South
421734476,QUEENS,37-86,103RD STREET,North Corona
140897670,MANHATTAN,299,PARK AVENUE,Turtle Bay-East Midtown
123911712,MANHATTAN,415,W 44 ST,Clinton
340726147,BROOKLYN,478,HENRY STREET,Carroll Gardens-Columbia Street-Red Hook
140897796,MANHATTAN,302,COLUMBUS AVE,Upper West Side
140897643,MANHATTAN,137,WEST 122 STREET,Central Harlem South
140897830,MANHATTAN,18,EAST 50 STREET,Midtown-Midtown South
201204286,BRONX,260,WEST KINGSBRIDGE RD.,Kingsbridge Heights
140898429,MANHATTAN,135,WEST 4TH STREET,West Village
421962228,QUEENS,50-09,27TH STREET,Hunters Point-Sunnyside-West Maspeth
421962264,QUEENS,118-58,229TH STREET,Cambria Heights
201204696,BRONX,1701,FULTON AVENUE,Claremont-Bathgate
340726496,BROOKLYN,392,GRAND AVENUE,Clinton Hill
140898544,MANHATTAN,69,1 AVENUE,East Village
322084374,BROOKLYN,100,15 STREET,Park Slope-Gowanus
104213432,MANHATTAN,1573,MADISON AVE.,East Harlem South
140899259,MANHATTAN,430,EAST 29TH STREET,Murray Hill-Kips Bay
140899641,MANHATTAN,36,WEST 21 STREET,Hudson Yards-Chelsea-Flatiron-Union Square
140899240,MANHATTAN,240,WEST 73RD STREET,Lincoln Square
321821025,BROOKLYN,2370,PACIFIC STREET,Ocean Hill
140899017,MANHATTAN,149,MADISON AVENUE,Midtown-Midtown South
440593298,QUEENS,1818,GATES AVENUE,Ridgewood
440593305,QUEENS,18-20,GATES AVENUE,Ridgewood
440593617,QUEENS,36-09,190 STREET,Auburndale
140900755,MANHATTAN,75,NINTH AVENUE,Hudson Yards-Chelsea-Flatiron-Union Square
123857013,MANHATTAN,301,1ST AVENUE,Gramercy
123913952,MANHATTAN,50,EAST 77TH STREET,Upper East Side-Carnegie Hill
340727627,BROOKLYN,9000,SHORE ROAD,Bay Ridge
140901040,MANHATTAN,83,CANAL STREET,Chinatown
201204464,BRONX,500,EAST FORDHAM ROAD,Belmont
421961452,QUEENS,112-13,68TH AVENUE,Forest Hills
340728261,BROOKLYN,419,101ST STREET,Bay Ridge
123922201,MANHATTAN,1212,AVENUE OF THE AMERICAS,Midtown-Midtown South
210181079,BRONX,1810,WATSON AVE,Soundview-Bruckner
140901433,MANHATTAN,542,LAGUARDIA PLACE,West Village
123911026,MANHATTAN,250,MERCER STREET,West Village
420667576,QUEENS,9720,ROCKAWAY BEACH BOULEVARD,Breezy Point-Belle Harbor-Rockaway Park-Broad Channel
140902584,MANHATTAN,28,LIBERTY STREET,Battery Park City-Lower Manhattan
440594313,QUEENS,208-14,15TH ROAD,Ft. Totten-Bay Terrace-Clearview
340728412,BROOKLYN,1,HANSON PLACE,Fort Greene
140902655,MANHATTAN,2563,BROADWAY,Upper West Side
140902619,MANHATTAN,28,LIBERTY STREET,Battery Park City-Lower Manhattan
140902637,MANHATTAN,2563,BROADWAY,Upper West Side
322085970,BROOKLYN,283,WASHINGTON AVENUE,Clinton Hill
123922130,MANHATTAN,415,10TH AVENUE,Hudson Yards-Chelsea-Flatiron-Union Square
340728582,BROOKLYN,35,FULLER PLACE,Windsor Terrace
140902897,MANHATTAN,14,2ND AVENUE,East Village
322086087,BROOKLYN,1012,AVENUE I,Midwood
140902968,MANHATTAN,36,EAST 23RD STREET,Hudson Yards-Chelsea-Flatiron-Union Square
340728699,BROOKLYN,279,14TH STREET,Park Slope-Gowanus
123909609,MANHATTAN,73,WORTH STREET,SoHo-TriBeCa-Civic Center-Little Italy
121208148,MANHATTAN,15,WEST 24 STREET,Hudson Yards-Chelsea-Flatiron-Union Square
322086513,BROOKLYN,79,LEGION STREET,Brownsville
220733213,BRONX,406,ZEREGA AVENUE,Soundview-Castle Hill-Clason Point-Harding Park
123791904,MANHATTAN,39,CHARLTON STREET,SoHo-TriBeCa-Civic Center-Little Italy
340728751,BROOKLYN,420,EAST 83RD STREET,Canarsie
321993722,BROOKLYN,168,ELLERY ST.,Bedford
321590890,BROOKLYN,630,EAST 31ST,Flatbush
421696463,QUEENS,206-02,HILLSIDE AVENUE,Jamaica Estates-Holliswood
421765450,QUEENS,137-24,249 STREET,Rosedale
321729787,BROOKLYN,1837,50 STREET,Borough Park
140904145,MANHATTAN,1540,BROADWAY,Midtown-Midtown South
440594974,QUEENS,91-03,LAMONT AVENUE,Elmhurst
140903912,MANHATTAN,330,EAST 83 STREET,Yorkville
121208157,MANHATTAN,221,WEST 70TH STREET,Lincoln Square
140908631,MANHATTAN,156,WEST 73RD STREET,Lincoln Square
220732928,BRONX,1320,EAST GUN HILL ROAD,Allerton-Pelham Gardens
140903805,MANHATTAN,800,2 AVE,Turtle Bay-East Midtown
322037434,BROOKLYN,626,SHEEPSHEAD BAY ROAD,West Brighton
322037416,BROOKLYN,499,EVERGREEN AVENUE,Bushwick South
340729466,BROOKLYN,919,FOSTER AVE,Flatbush
220707634,BRONX,2503,3RD AV,Mott Haven-Port Morris
321588304,BROOKLYN,1691,CARROLL STREET,Crown Heights North
340729563,BROOKLYN,299,MONROE STREET,Bedford
322037407,BROOKLYN,503,EVERGREEN AVENUE,Bushwick South
420667638,QUEENS,55-15,GRAND AVENUE,Hunters Point-Sunnyside-West Maspeth
322012102,BROOKLYN,252,LINWOOD STREET,East New York
340732274,BROOKLYN,1,BEARD STREET,Carroll Gardens-Columbia Street-Red Hook
440595349,QUEENS,84-54,DANIELS STREET,Briarwood-Jamaica Hills
240274458,BRONX,50,EAST 168TH STREET,West Concourse
140904546,MANHATTAN,2966,BROADWAY,Morningside Heights
322037693,BROOKLYN,601,EAST 82 STREET,Canarsie
140908766,MANHATTAN,65,WEST 8 STREET,West Village
140904528,MANHATTAN,2960,BROADWAY,Morningside Heights
123921346,MANHATTAN,175,EAST 2ND STREET,East Village
140904485,MANHATTAN,535,WEST 114 STREET,Morningside Heights
340729910,BROOKLYN,49,ALBANY AVENUE,Crown Heights North
340729885,BROOKLYN,5012,20TH AVENUE,Borough Park
140904902,MANHATTAN,192,6TH AVENUE,SoHo-TriBeCa-Civic Center-Little Italy
123819760,MANHATTAN,113,PRINCE STREET,SoHo-TriBeCa-Civic Center-Little Italy
140908819,MANHATTAN,303,E 43RD STREET,Turtle Bay-East Midtown
240273761,BRONX,2530,JEROME AVENUE,Bedford Park-Fordham North
123913435,MANHATTAN,447,EAST 57TH STREET,Turtle Bay-East Midtown
140905055,MANHATTAN,180,MADISON AVENUE,Midtown-Midtown South
240273832,BRONX,500,ABBOT STREET,Woodlawn-Wakefield
140905064,MANHATTAN,601,LEXINGTON AVENUE,Turtle Bay-East Midtown
123919974,MANHATTAN,415,10TH AVENUE,Hudson Yards-Chelsea-Flatiron-Union Square
421946372,QUEENS,160-11,29 AVENUE,Murray Hill
340730070,BROOKLYN,32,34TH STREET,Sunset Park West
520398515,STATEN ISLAND,64,STURGES STREET,Westerleigh
321591041,BROOKLYN,2601,OCEAN PARKWAY,Brighton Beach
210181060,BRONX,299,EAST 161ST STREET,East Concourse-Concourse Village
321596983,BROOKLYN,368,NEW YORK AVENUE,Crown Heights South
123843813,MANHATTAN,54,W 21 ST,Hudson Yards-Chelsea-Flatiron-Union Square
340730098,BROOKLYN,665,OCEAN PARKWAY,Flatbush
322047405,BROOKLYN,1610,BEDFORD AVE.,Crown Heights South
322086345,BROOKLYN,2314,E 3 ST,Homecrest
520184390,STATEN ISLAND,1891,RICHMOND ROAD,Todt Hill-Emerson Hill-Heartland Village-Lighthouse Hill
123570377,MANHATTAN,54,W 21 ST,Hudson Yards-Chelsea-Flatiron-Union Square
121208193,MANHATTAN,322,EAST 116 STREET,East Harlem North
321591050,BROOKLYN,254,WINTHROP STREET,Prospect Lefferts Gardens-Wingate
121208200,MANHATTAN,324,EAST 116 STREET,East Harlem North
123910429,MANHATTAN,1792,AMSTERDAM AVE.,Hamilton Heights
140905091,MANHATTAN,505,WEST 23 STREET,Hudson Yards-Chelsea-Flatiron-Union Square
140905117,MANHATTAN,506,LENOX AVENUE,Central Harlem North-Polo Grounds
440595526,QUEENS,55-15,GRAND AVENUE,Hunters Point-Sunnyside-West Maspeth
440595535,QUEENS,75-08,35TH AVENUE,Jackson Heights
140905108,MANHATTAN,160,EAST 26TH STREET,Gramercy
123919938,MANHATTAN,217,CENTRE STREET,SoHo-TriBeCa-Civic Center-Little Italy
140905082,MANHATTAN,225,EAST 51ST STREET,Turtle Bay-East Midtown
520394092,STATEN ISLAND,2114 GAR,CLOVE ROAD,Grasmere-Arrochar-Ft. Wadsworth
440595562,QUEENS,215-01,42ND AVENUE,Bayside-Bayside Hills
322086602,BROOKLYN,1177,EAST 98 STREET,Canarsie
123919901,MANHATTAN,395,BROADWAY,SoHo-TriBeCa-Civic Center-Little Italy
140905126,MANHATTAN,40,WEST 57 STREET,Midtown-Midtown South
123919910,MANHATTAN,315,EAST 80TH STREET,Yorkville
520394109,STATEN ISLAND,190,WATCHOGUE ROAD,Westerleigh
322037924,BROOKLYN,1609,AVENUE M,Midwood
123919929,MANHATTAN,211,EAST 18TH STREET,Gramercy
140905135,MANHATTAN,2828,BROADWAY,Morningside Heights
322086611,BROOKLYN,6702,8 AVE,Dyker Heights
322086620,BROOKLYN,1261,SCHENECTADY AVE,East Flatbush-Farragut
322053228,BROOKLYN,37,HICKS STREET,Brooklyn Heights-Cobble Hill
322086586,BROOKLYN,9002,FLATLANDS AVENUE,Canarsie
520452457,STATEN ISLAND,250,CROWN AVENUE,Arden Heights
322037988,BROOKLYN,475,WASHINGTON AVENUE,Clinton Hill
322086577,BROOKLYN,914,STERLING PLACE,Crown Heights North
322086568,BROOKLYN,764,E 32 ST,Flatbush
322053237,BROOKLYN,7000,21 AVENUE,Bensonhurst West
140905153,MANHATTAN,440,E 79TH STREET,Lenox Hill-Roosevelt Island
140905162,MANHATTAN,2828,BROADWAY,Morningside Heights
322085015,BROOKLYN,528,GREENE AVENUE,Bedford
322085006,BROOKLYN,313,LEXINGTON AVENUE,Bedford
520450556,STATEN ISLAND,412,WOODS OF ARDEN ROAD,Annadale-Huguenot-Prince's Bay-Eltingville
520396027,STATEN ISLAND,98,RIDGECREST AVENUE,Great Kills
520452518,STATEN ISLAND,63,ERASTINA PLACE,Mariner's Harbor-Arlington-Port Ivory-Graniteville
520452992,STATEN ISLAND,1376P,HYLAN BOULEVARD,Old Town-Dongan Hills-South Beach
123921319,MANHATTAN,300,PARK AVENUE,Midtown-Midtown South
123921319,MANHATTAN,300,PARK AVENUE,Midtown-Midtown South
140905171,MANHATTAN,399,PARK AVENUE,Turtle Bay-East Midtown
140905180,MANHATTAN,11,WEST 18TH STREET,Hudson Yards-Chelsea-Flatiron-Union Square
121208013,MANHATTAN,61,WEST 130TH STREET,Central Harlem North-Polo Grounds
123910893,MANHATTAN,245,5TH AVENUE,Hudson Yards-Chelsea-Flatiron-Union Square
123912999,MANHATTAN,507,W 113 ST,Morningside Heights
340730105,BROOKLYN,1765,EAST 10 STREET,Homecrest
123910991,MANHATTAN,45,SUTTON PL  SOUTH,Turtle Bay-East Midtown
121208022,MANHATTAN,130,WEST 134TH STREET,Central Harlem North-Polo Grounds
121208031,MANHATTAN,142,WEST 129TH STREET,Central Harlem North-Polo Grounds
121208086,MANHATTAN,2735,FREDERICK DOUGLASS BOULEVARD,Central Harlem North-Polo Grounds
121208068,MANHATTAN,136,WEST 137TH STREET,Central Harlem North-Polo Grounds
121208004,MANHATTAN,131,WEST 133RD STREET,Central Harlem North-Polo Grounds
322086639,BROOKLYN,242,BRIGHTON BEACH AVENUE,Brighton Beach
121208040,MANHATTAN,301,WEST 149TH STREET,Central Harlem North-Polo Grounds
322086648,BROOKLYN,771,MONTAUK AVENUE,East New York
123910884,MANHATTAN,151,WEST 26TH STREET,Midtown-Midtown South
421766770,QUEENS,147-37,223 STREET,Springfield Gardens South-Brookville
123921756,MANHATTAN,509,5 AVENUE,Midtown-Midtown South
421766878,QUEENS,70-35,113TH STREET,Forest Hills
421766832,QUEENS,88-10,ROOSEVELT AVENUE,Elmhurst
321666452,BROOKLYN,522,METROPOLITAN AVE,North Side-South Side
322037853,BROOKLYN,1,FLATBUSH AVENUE,Fort Greene
140905215,MANHATTAN,527,MADISON AVENUE,Midtown-Midtown South
123921765,MANHATTAN,150,EAST 18TH STREET,Gramercy
421766805,QUEENS,52-35,74TH STREET,Elmhurst
421766850,QUEENS,73-47,180 STREET,Fresh Meadows-Utopia
421947665,QUEENS,25-70,WHITESTONE EXP,College Point
421766798,QUEENS,12-44 GAR,160TH STREET,Whitestone
123919395,MANHATTAN,11,RIVERSIDE DRIVE,Lincoln Square
140905233,MANHATTAN,875,5TH AVE,Upper East Side-Carnegie Hill
421890216,QUEENS,102-07,ALSTYNE AVENUE,Corona
421951007,QUEENS,123-09,18TH AVENUE,College Point
421766869,QUEENS,93-01,ASTORIA BLVD,Jackson Heights
123912784,MANHATTAN,270,LAFAYETTE STREET,SoHo-TriBeCa-Civic Center-Little Italy
123912784,MANHATTAN,270,LAFAYETTE STREET,SoHo-TriBeCa-Civic Center-Little Italy
140905260,MANHATTAN,108,WEST 25 STREET,Hudson Yards-Chelsea-Flatiron-Union Square
220733142,BRONX,2269,CINCINNATUS AVENUE,Soundview-Castle Hill-Clason Point-Harding Park
240273850,BRONX,3845,CARPENTER AVE,Williamsbridge-Olinville
140905251,MANHATTAN,150,EAST 77 STREET,Upper East Side-Carnegie Hill
